player,total_runs,balls_faced,innings,dismissals,strike_rate,batting_avg,recent_strike_rate,ball_bowled,runs_conceded,matches,wickets,economy,bowling_avg,recent_economy
S Dhawan,6769.0,5483.0,221.0,192.0,123.45431333211745,35.255208333333336,102.34210526315789,49.0,72.0,6.0,4.0,8.816326530612246,18.0,9.0
S Dube,1859.0,1366.0,75.0,61.0,136.09077598828696,30.475409836065573,155.48584298584296,130.0,223.0,15.0,5.0,10.292307692307691,44.6,10.619047619047619
S Gopal,180.0,173.0,22.0,13.0,104.04624277456647,13.846153846153847,109.88095238095238,1000.0,1358.0,51.0,52.0,8.148,26.115384615384617,9.0
S Joseph,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,30.0,51.0,1.0,0.0,10.2,31.396128841607563,12.75
S Kaul,20.0,36.0,9.0,3.0,55.55555555555556,6.666666666666667,59.11111111111111,1238.0,1772.0,55.0,58.0,8.588045234248789,30.551724137931036,8.6
S Kaushik,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,210.0,304.0,10.0,6.0,8.685714285714285,50.666666666666664,8.966666666666667
S Ladda,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,141.0,225.0,9.0,5.0,9.574468085106384,45.0,9.782608695652174
S Lamichhane,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,211.0,297.0,9.0,13.0,8.445497630331754,22.846153846153847,8.866666666666667
S Midhun,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,13.0,29.0,1.0,0.0,13.384615384615385,31.396128841607563,14.5
S Nadeem,39.0,88.0,20.0,16.0,44.31818181818182,2.4375,55.0,1444.0,1800.0,70.0,48.0,7.4792243767313025,37.5,8.2
S Narwal,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,113.0,203.0,6.0,5.0,10.778761061946904,40.6,11.277777777777779
S Rana,91.0,82.0,8.0,5.0,110.97560975609757,18.2,114.04761904761904,16.0,18.0,3.0,0.0,6.75,31.396128841607563,6.0
S Randiv,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,180.0,223.0,8.0,6.0,7.433333333333334,37.166666666666664,7.689655172413793
S Sandeep Warrier,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,176.0,257.0,10.0,8.0,8.761363636363637,32.125,9.178571428571429
S Sohal,368.0,311.0,20.0,18.0,118.32797427652733,20.444444444444443,99.37121212121212,,,,0.0,8.529553786998122,31.396128841607563,9.1
S Sreesanth,34.0,57.0,12.0,3.0,59.64912280701754,11.333333333333334,13.333333333333332,947.0,1221.0,44.0,40.0,7.736008447729672,30.525,7.433333333333334
S Sriram,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,18.0,49.0,2.0,0.0,16.333333333333332,31.396128841607563,16.333333333333332
S Tyagi,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,220.0,304.0,14.0,6.0,8.290909090909091,50.666666666666664,9.1
S Vidyut,145.0,115.0,8.0,8.0,126.08695652173914,18.125,95.75757575757575,13.0,22.0,1.0,1.0,10.153846153846155,22.0,11.0
SA Abbott,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,59.0,104.0,3.0,1.0,10.576271186440678,104.0,11.555555555555555
SA Asnodkar,423.0,352.0,19.0,19.0,120.17045454545455,22.263157894736842,100.33333333333334,,,,0.0,8.529553786998122,31.396128841607563,9.1
SA Yadav,4311.0,2961.0,151.0,123.0,145.59270516717325,35.048780487804876,157.10916602777067,6.0,8.0,1.0,0.0,8.0,31.396128841607563,8.0
SB Bangar,49.0,58.0,7.0,6.0,84.48275862068965,8.166666666666666,80.51587301587301,153.0,221.0,9.0,4.0,8.666666666666666,55.25,8.84
SB Dubey,139.0,87.0,11.0,7.0,159.77011494252872,19.857142857142858,143.33333333333331,,,,0.0,8.529553786998122,31.396128841607563,9.1
SB Jakati,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,1101.0,1474.0,57.0,47.0,8.032697547683924,31.361702127659573,9.5
SB Joshi,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,55.0,82.0,4.0,1.0,8.945454545454545,82.0,8.2
SB Styris,131.0,134.0,10.0,7.0,97.76119402985076,18.714285714285715,128.33333333333334,222.0,278.0,11.0,8.0,7.513513513513513,34.75,8.266666666666667
SB Wagh,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,108.0,147.0,8.0,5.0,8.166666666666666,29.4,8.647058823529411
SC Ganguly,1349.0,1326.0,56.0,54.0,101.73453996983409,24.98148148148148,69.088693957115,280.0,370.0,20.0,10.0,7.928571428571429,37.0,9.166666666666666
SC Kuggeleijn,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,50.0,71.0,2.0,2.0,8.52,35.5,8.875
SD Chitnis,99.0,92.0,8.0,7.0,107.6086956521739,14.142857142857142,101.07792207792207,38.0,62.0,2.0,2.0,9.789473684210527,31.0,10.333333333333334
SD Hope,183.0,125.0,9.0,8.0,146.4,22.875,158.60885733603786,,,,0.0,8.529553786998122,31.396128841607563,9.1
SE Bond,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,191.0,225.0,8.0,9.0,7.068062827225131,25.0,7.466666666666667
SE Marsh,2489.0,1913.0,69.0,65.0,130.10977522216413,38.292307692307695,114.1035696329814,,,,0.0,8.529553786998122,31.396128841607563,9.1
SE Rutherford,397.0,310.0,20.0,18.0,128.06451612903226,22.055555555555557,122.55555555555557,46.0,60.0,6.0,1.0,7.826086956521739,60.0,8.571428571428571
SH Johnson,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,172.0,289.0,9.0,5.0,10.081395348837209,57.8,10.321428571428571
SJ Srivastava,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,306.0,444.0,14.0,14.0,8.705882352941176,31.714285714285715,9.7
SK Raina,5536.0,4177.0,200.0,168.0,132.53531242518554,32.95238095238095,97.67099567099567,930.0,1139.0,69.0,25.0,7.348387096774194,45.56,8.566666666666666
SK Trivedi,42.0,61.0,14.0,8.0,68.85245901639344,5.25,66.66666666666667,1557.0,1944.0,75.0,65.0,7.491329479768786,29.907692307692308,7.033333333333333
SK Warne,198.0,219.0,27.0,19.0,90.41095890410958,10.421052631578947,59.777777777777786,1223.0,1465.0,54.0,57.0,7.187244480784955,25.70175438596491,6.633333333333334
SL Malinga,88.0,103.0,20.0,12.0,85.43689320388349,7.333333333333333,90.9090909090909,2974.0,3486.0,122.0,170.0,7.032952252858103,20.50588235294118,10.133333333333333
SM Boland,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,43.0,56.0,2.0,2.0,7.813953488372093,28.0,8.0
SM Curran,997.0,761.0,53.0,41.0,131.011826544021,24.317073170731707,93.70638511814983,1308.0,2059.0,63.0,59.0,9.444954128440367,34.898305084745765,11.8
SM Harwood,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,67.0,74.0,3.0,3.0,6.6268656716417915,24.666666666666668,7.4
SM Katich,241.0,191.0,11.0,10.0,126.17801047120419,24.1,88.67132867132867,,,,0.0,8.529553786998122,31.396128841607563,9.1
SM Pollock,147.0,116.0,8.0,8.0,126.72413793103448,18.375,80.15686274509804,280.0,307.0,13.0,11.0,6.578571428571429,27.90909090909091,5.233333333333333
SMSM Senanayake,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,195.0,211.0,8.0,9.0,6.492307692307692,23.444444444444443,6.733333333333333
SN Khan,585.0,456.0,36.0,29.0,128.28947368421052,20.17241379310345,95.32959850606909,2.0,6.0,1.0,0.0,18.0,31.396128841607563,6.0
SN Thakur,325.0,243.0,40.0,26.0,133.7448559670782,12.5,130.0,2205.0,3284.0,102.0,107.0,8.936054421768707,30.69158878504673,11.3
SO Hetmyer,1488.0,1036.0,78.0,53.0,143.62934362934362,28.07547169811321,110.0,,,,0.0,8.529553786998122,31.396128841607563,9.1
SP Fleming,196.0,171.0,10.0,9.0,114.61988304093566,21.77777777777778,133.90722495894912,,,,0.0,8.529553786998122,31.396128841607563,9.1
SP Goswami,293.0,307.0,21.0,20.0,95.43973941368078,14.65,71.66666666666666,,,,0.0,8.529553786998122,31.396128841607563,9.1
SP Jackson,61.0,57.0,8.0,6.0,107.01754385964912,10.166666666666666,74.28571428571429,,,,0.0,8.529553786998122,31.396128841607563,9.1
SP Narine,1780.0,1144.0,118.0,95.0,155.5944055944056,18.736842105263158,142.44719642242862,4421.0,5029.0,187.0,192.0,6.825152680389052,26.192708333333332,7.3
SPD Smith,2495.0,1999.0,93.0,78.0,124.81240620310155,31.987179487179485,110.45935828877005,2.0,5.0,1.0,0.0,15.0,31.396128841607563,5.0
SR Tendulkar,2334.0,2044.0,78.0,69.0,114.18786692759295,33.82608695652174,110.41946559187939,37.0,59.0,4.0,0.0,9.567567567567567,31.396128841607563,9.833333333333334
SR Watson,3880.0,2892.0,141.0,126.0,134.1632088520055,30.793650793650794,123.23099415204679,2137.0,2742.0,105.0,92.0,7.698642957416939,29.804347826086957,8.6
SS Agarwal,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,24.0,42.0,1.0,1.0,10.5,42.0,10.5
SS Cottrell,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,131.0,177.0,6.0,6.0,8.106870229007635,29.5,8.85
SS Iyer,3735.0,2905.0,131.0,114.0,128.57142857142858,32.76315789473684,125.63585434173669,6.0,7.0,1.0,0.0,7.0,31.396128841607563,7.0
SS Mundhe,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,7.0,6.0,1.0,1.0,5.142857142857142,6.0,6.0
SS Prabhudessai,126.0,113.0,10.0,9.0,111.50442477876106,14.0,91.77109440267336,,,,0.0,8.529553786998122,31.396128841607563,9.1
SS Sarkar,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,25.0,34.0,2.0,1.0,8.16,34.0,6.8
SS Tiwary,1494.0,1291.0,73.0,50.0,115.72424477149497,29.88,141.7040419109739,,,,0.0,8.529553786998122,31.396128841607563,9.1
SSB Magala,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,37.0,52.0,2.0,1.0,8.432432432432432,52.0,8.666666666666666
ST Jayasuriya,768.0,573.0,30.0,29.0,134.03141361256544,26.482758620689655,56.72727272727273,301.0,396.0,21.0,13.0,7.893687707641196,30.46153846153846,8.033333333333333
STR Binny,880.0,700.0,66.0,44.0,125.71428571428571,20.0,140.47619047619048,611.0,763.0,63.0,22.0,7.4926350245499185,34.68181818181818,8.066666666666666
SV Samson,4704.0,3475.0,171.0,150.0,135.36690647482015,31.36,129.15837982051903,,,,0.0,8.529553786998122,31.396128841607563,9.1
SW Billings,503.0,399.0,27.0,26.0,126.06516290726817,19.346153846153847,127.29445822994212,,,,0.0,8.529553786998122,31.396128841607563,9.1
SW Tait,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,534.0,668.0,21.0,23.0,7.50561797752809,29.043478260869566,7.933333333333334
SZ Mulani,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,33.0,57.0,2.0,0.0,10.363636363636363,31.396128841607563,11.4
Sachin Baby,144.0,123.0,11.0,10.0,117.07317073170731,14.4,84.90196078431373,10.0,8.0,2.0,2.0,4.8,4.0,4.0
Salman Butt,193.0,172.0,7.0,7.0,112.20930232558139,27.571428571428573,109.64847563783735,,,,0.0,8.529553786998122,31.396128841607563,9.1
Sameer Rizvi,172.0,126.0,9.0,7.0,136.5079365079365,24.571428571428573,146.27808901338312,,,,0.0,8.529553786998122,31.396128841607563,9.1
Sandeep Sharma,60.0,79.0,26.0,5.0,75.9493670886076,12.0,53.33333333333333,3168.0,4134.0,136.0,146.0,7.829545454545454,28.315068493150687,9.8
Shahbaz Ahmed,545.0,475.0,38.0,30.0,114.73684210526316,18.166666666666668,71.7207792207792,605.0,953.0,45.0,22.0,9.451239669421488,43.31818181818182,9.833333333333334
Shahid Afridi,81.0,46.0,9.0,8.0,176.08695652173913,10.125,73.80952380952381,185.0,237.0,10.0,9.0,7.686486486486487,26.333333333333332,7.9
Shakib Al Hasan,795.0,665.0,52.0,40.0,119.54887218045114,19.875,70.8,1515.0,1864.0,70.0,63.0,7.3821782178217825,29.58730158730159,7.133333333333334
Shashank Singh,773.0,510.0,33.0,18.0,151.5686274509804,42.94444444444444,123.75757575757575,31.0,52.0,4.0,1.0,10.064516129032258,52.0,10.4
Shivam Mavi,51.0,58.0,11.0,9.0,87.93103448275862,5.666666666666667,59.52380952380953,687.0,958.0,32.0,30.0,8.366812227074236,31.933333333333334,9.6
Shivam Sharma,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,114.0,165.0,5.0,4.0,8.68421052631579,41.25,8.68421052631579
Shoaib Ahmed,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,103.0,154.0,7.0,5.0,8.970873786407767,30.8,9.058823529411764
Shoaib Akhtar,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,46.0,54.0,3.0,5.0,7.0434782608695645,10.8,7.714285714285714
Shoaib Malik,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,58.0,87.0,5.0,2.0,9.0,43.5,9.666666666666666
Shubman Gill,3866.0,2867.0,114.0,98.0,134.84478549005928,39.44897959183673,122.0762729334158,,,,0.0,8.529553786998122,31.396128841607563,9.1
Sikandar Raza,182.0,143.0,9.0,7.0,127.27272727272727,26.0,135.82887700534758,88.0,146.0,7.0,3.0,9.954545454545455,48.666666666666664,10.428571428571429
Simarjeet Singh,10.0,15.0,6.0,3.0,66.66666666666666,3.3333333333333335,48.33333333333333,256.0,411.0,14.0,11.0,9.6328125,37.36363636363637,10.766666666666667
Sohail Tanvir,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,265.0,275.0,11.0,22.0,6.226415094339623,12.5,6.533333333333333
Sumit Kumar,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,22.0,38.0,2.0,0.0,10.363636363636363,31.396128841607563,9.5
Sunny Gupta,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,19.0,47.0,1.0,0.0,14.842105263157896,31.396128841607563,15.666666666666666
Suryansh Shedge,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,19.0,40.0,1.0,0.0,12.631578947368421,31.396128841607563,13.333333333333334
Suyash Sharma,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,569.0,835.0,27.0,18.0,8.804920913884008,46.388888888888886,9.2
Swapnil Singh,51.0,46.0,9.0,5.0,110.86956521739131,10.2,138.33333333333334,165.0,241.0,14.0,7.0,8.763636363636364,34.42857142857143,8.925925925925926
T Henderson,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,36.0,41.0,2.0,1.0,6.833333333333333,41.0,6.833333333333333
T Natarajan,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,1426.0,2054.0,63.0,68.0,8.642356241234221,30.205882352941178,9.333333333333334
T Shamsi,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,120.0,185.0,5.0,3.0,9.25,61.666666666666664,9.25
T Stubbs,711.0,442.0,30.0,17.0,160.85972850678735,41.8235294117647,107.15873015873015,37.0,69.0,5.0,4.0,11.18918918918919,17.25,11.5
T Thushara,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,144.0,164.0,6.0,8.0,6.833333333333333,20.5,7.130434782608695
TA Boult,85.0,86.0,24.0,8.0,98.83720930232558,10.625,60.0,2785.0,3806.0,119.0,143.0,8.199640933572711,26.615384615384617,8.333333333333334
TG Southee,120.0,108.0,19.0,11.0,111.11111111111111,10.909090909090908,24.0,1262.0,1774.0,54.0,47.0,8.434231378763867,37.744680851063826,9.433333333333334
TH David,846.0,524.0,44.0,26.0,161.45038167938932,32.53846153846154,160.54487179487177,,,,0.0,8.529553786998122,31.396128841607563,9.1
TK Curran,127.0,108.0,10.0,5.0,117.59259259259258,25.4,153.89705882352942,252.0,432.0,13.0,13.0,10.285714285714286,33.23076923076923,9.9
TL Suman,676.0,587.0,39.0,30.0,115.1618398637138,22.533333333333335,72.0952380952381,152.0,198.0,11.0,6.0,7.815789473684211,33.0,7.92
TM Dilshan,1153.0,1047.0,50.0,41.0,110.12416427889207,28.121951219512194,63.779904306220104,275.0,368.0,25.0,5.0,8.02909090909091,73.6,9.1
TM Head,1146.0,706.0,37.0,33.0,162.32294617563738,34.72727272727273,114.99310776942357,58.0,113.0,6.0,2.0,11.689655172413794,56.5,10.272727272727273
TP Sudhindra,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,74.0,137.0,3.0,1.0,11.108108108108107,137.0,11.416666666666666
TS Mills,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,218.0,349.0,10.0,11.0,9.605504587155963,31.727272727272727,10.4
TU Deshpande,28.0,24.0,8.0,2.0,116.66666666666667,14.0,76.66666666666666,1043.0,1617.0,46.0,51.0,9.302013422818792,31.705882352941178,10.7
Tejas Baroka,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,21.0,33.0,1.0,0.0,9.428571428571429,31.396128841607563,8.25
Tilak Varma,1499.0,1089.0,51.0,38.0,137.6492194674013,39.44736842105263,116.57359307359306,23.0,28.0,4.0,0.0,7.304347826086956,31.396128841607563,7.0
UBT Chand,300.0,314.0,20.0,20.0,95.54140127388536,15.0,92.57142857142857,,,,0.0,8.529553786998122,31.396128841607563,9.1
UT Khawaja,127.0,105.0,6.0,5.0,120.95238095238095,25.4,148.64405439595194,,,,0.0,8.529553786998122,31.396128841607563,9.1
UT Yadav,208.0,211.0,48.0,21.0,98.5781990521327,9.904761904761905,73.5151515151515,3190.0,4442.0,147.0,144.0,8.354858934169279,30.84722222222222,10.6
Umar Gul,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,153.0,198.0,6.0,12.0,7.764705882352941,16.5,8.608695652173912
Umran Malik,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,519.0,785.0,26.0,29.0,9.07514450867052,27.06896551724138,10.3
V Kaverappa,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,24.0,36.0,1.0,2.0,9.0,18.0,9.0
V Kohli,8671.0,6702.0,259.0,231.0,129.37928976424948,37.53679653679654,147.2688422688423,264.0,371.0,26.0,4.0,8.431818181818182,92.75,9.133333333333333
V Nigam,142.0,82.0,8.0,5.0,173.17073170731706,28.4,137.54010695187168,244.0,361.0,13.0,11.0,8.87704918032787,32.81818181818182,9.2
V Pratap Singh,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,211.0,300.0,9.0,10.0,8.530805687203792,30.0,8.966666666666667
V Puthur,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,73.0,109.0,5.0,6.0,8.958904109589042,18.166666666666668,9.083333333333334
V Sehwag,2728.0,1833.0,104.0,98.0,148.82705946535734,27.836734693877553,51.66666666666667,138.0,236.0,15.0,6.0,10.26086956521739,39.333333333333336,10.26086956521739
V Shankar,1233.0,985.0,63.0,46.0,125.17766497461929,26.804347826086957,121.8295739348371,258.0,344.0,22.0,9.0,8.0,38.22222222222222,7.466666666666667
V Suryavanshi,252.0,129.0,7.0,7.0,195.3488372093023,36.0,171.624649859944,,,,0.0,8.529553786998122,31.396128841607563,9.1
V Viyaskanth,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,60.0,90.0,3.0,1.0,9.0,90.0,9.0
VG Arora,9.0,25.0,9.0,4.0,36.0,2.25,80.0,690.0,1029.0,32.0,36.0,8.947826086956521,28.583333333333332,10.633333333333333
VR Aaron,50.0,73.0,12.0,4.0,68.4931506849315,12.5,31.904761904761905,1065.0,1527.0,50.0,44.0,8.60281690140845,34.70454545454545,11.033333333333333
VR Iyer,1468.0,1107.0,56.0,50.0,132.61065943992773,29.36,146.388879722818,84.0,145.0,9.0,3.0,10.357142857142858,48.333333333333336,10.357142857142858
VRV Singh,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,371.0,549.0,18.0,12.0,8.878706199460916,45.75,10.433333333333334
VS Malik,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,212.0,268.0,13.0,6.0,7.584905660377358,44.666666666666664,7.333333333333333
VS Yeligati,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,32.0,61.0,2.0,0.0,11.4375,31.396128841607563,12.2
VVS Laxman,282.0,271.0,20.0,15.0,104.0590405904059,18.8,63.16524854455888,,,,0.0,8.529553786998122,31.396128841607563,9.1
VY Mahesh,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,359.0,511.0,17.0,21.0,8.540389972144846,24.333333333333332,9.0
Vijaykumar Vyshak,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,356.0,577.0,16.0,17.0,9.724719101123595,33.94117647058823,10.4
Vishnu Vinod,56.0,58.0,6.0,6.0,96.55172413793103,9.333333333333334,70.83333333333333,,,,0.0,8.529553786998122,31.396128841607563,9.1
Vivrant Sharma,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,21.0,37.0,2.0,0.0,10.571428571428571,31.396128841607563,12.333333333333334
W Jaffer,130.0,129.0,8.0,7.0,100.7751937984496,18.571428571428573,75.56156156156155,,,,0.0,8.529553786998122,31.396128841607563,9.1
W O'Rourke,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,64.0,132.0,3.0,6.0,12.375,22.0,12.0
WA Mota,56.0,76.0,8.0,5.0,73.68421052631578,11.2,65.72681704260651,75.0,98.0,7.0,4.0,7.84,24.5,8.166666666666666
WD Parnell,65.0,86.0,13.0,10.0,75.5813953488372,6.5,72.95238095238095,758.0,968.0,33.0,35.0,7.6622691292875995,27.65714285714286,8.766666666666667
WG Jacks,463.0,306.0,19.0,16.0,151.30718954248366,28.9375,155.87034894929633,145.0,221.0,13.0,8.0,9.144827586206896,27.625,9.608695652173912
WP Saha,2934.0,2368.0,143.0,121.0,123.90202702702702,24.24793388429752,84.01875901875903,,,,0.0,8.529553786998122,31.396128841607563,9.1
WPUJC Vaas,81.0,73.0,11.0,7.0,110.95890410958904,11.571428571428571,81.8076923076923,288.0,364.0,13.0,18.0,7.583333333333333,20.22222222222222,7.266666666666667
Washington Sundar,511.0,426.0,43.0,32.0,119.9530516431925,15.96875,132.89898580121707,1131.0,1447.0,63.0,39.0,7.676392572944297,37.1025641025641,9.6
XC Bartlett,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,60.0,96.0,4.0,2.0,9.6,48.0,9.6
Y Gnaneswara Rao,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,6.0,7.0,1.0,0.0,7.0,31.396128841607563,7.0
Y Nagar,285.0,271.0,20.0,15.0,105.1660516605166,19.0,93.00911854103343,72.0,125.0,8.0,4.0,10.416666666666666,31.25,11.363636363636363
Y Prithvi Raj,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,33.0,57.0,2.0,1.0,10.363636363636363,57.0,11.4
Y Venugopal Rao,985.0,865.0,52.0,42.0,113.87283236994219,23.452380952380953,167.3611111111111,222.0,338.0,20.0,6.0,9.135135135135135,56.333333333333336,9.4
YA Abdulla,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,222.0,311.0,11.0,15.0,8.405405405405405,20.733333333333334,8.766666666666667
YBK Jaiswal,2166.0,1454.0,66.0,62.0,148.96836313617607,34.935483870967744,188.60902255639098,1.0,6.0,1.0,0.0,36.0,31.396128841607563,6.0
YK Pathan,3222.0,2334.0,153.0,110.0,138.04627249357327,29.29090909090909,73.36363636363637,1184.0,1443.0,82.0,42.0,7.3125,34.357142857142854,8.433333333333334
YS Chahal,37.0,89.0,17.0,6.0,41.57303370786517,6.166666666666667,31.785714285714285,3905.0,5112.0,172.0,221.0,7.8545454545454545,23.131221719457013,8.766666666666667
YV Takawale,192.0,183.0,10.0,8.0,104.91803278688525,24.0,74.93914807302232,,,,0.0,8.529553786998122,31.396128841607563,9.1
Yash Dayal,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,920.0,1412.0,43.0,41.0,9.208695652173912,34.4390243902439,10.1
Yash Thakur,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,475.0,782.0,21.0,25.0,9.877894736842105,31.28,12.066666666666666
Yudhvir Singh,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,145.0,257.0,9.0,8.0,10.634482758620688,32.125,11.173913043478262
Yuvraj Singh,2754.0,2207.0,126.0,109.0,124.78477571363842,25.26605504587156,95.2179487179487,882.0,1091.0,73.0,36.0,7.421768707482993,30.305555555555557,8.333333333333334
Z Khan,117.0,141.0,27.0,15.0,82.97872340425532,7.8,62.525252525252526,2276.0,2860.0,99.0,102.0,7.539543057996485,28.03921568627451,7.8
Zeeshan Ansari,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,209.0,334.0,10.0,6.0,9.588516746411482,55.666666666666664,9.466666666666667
